"HumanGene"	"MouseGene"	"HomologyID"	"transID"
"ZFYVE9"	"Zfyve9"	3527	"ENST00000287727_ENSG00000157077_ZFYVE9"
"ZG16"	"1810010M01Rik"	12296	"ENST00000400752_ENSG00000174992_ZG16"
"ZG16"	"Zg16"	12296	"ENST00000400752_ENSG00000174992_ZG16"
"ZGLP1"	"Zglp1"	104472	"ENST00000403903_ENSG00000220201_ZGLP1"
"ZGPAT"	"Zgpat"	41874	"ENST00000328969_ENSG00000197114_ZGPAT"
"ZGRF1"	"Zgrf1"	34708	"ENST00000505019_ENSG00000138658_ZGRF1"
"ZHX1"	"Zhx1"	5225	"ENST00000395571_ENSG00000165156_ZHX1"
"ZHX2"	"Zhx2"	8968	"ENST00000314393_ENSG00000178764_ZHX2"
"ZHX3"	"Zhx3"	9000	"ENST00000309060_ENSG00000174306_ZHX3"
"ZIC1"	"Zic1"	2562	"ENST00000282928_ENSG00000152977_ZIC1"
"ZIC2"	"Zic2"	5171	"ENST00000376335_ENSG00000043355_ZIC2"
"ZIC3"	"Zic3"	55742	"ENST00000287538_ENSG00000156925_ZIC3"
"ZIC4"	"Zic4"	32075	"ENST00000525172_ENSG00000174963_ZIC4"
"ZIC5"	"Zic5"	11301	"ENST00000267294_ENSG00000139800_ZIC5"
"ZIK1"	"Zik1"	32076	"ENST00000536878_ENSG00000171649_ZIK1"
"ZKSCAN1"	"Zkscan1"	34523	"ENST00000324306_ENSG00000106261_ZKSCAN1"
"ZKSCAN2"	"Zkscan2"	19671	"ENST00000328086_ENSG00000155592_ZKSCAN2"
"ZKSCAN3"	"Zkscan3"	23412	"ENST00000377255_ENSG00000189298_ZKSCAN3"
"ZKSCAN4"	"OTTMUSG00000000421"	56845	"ENST00000377294_ENSG00000187626_ZKSCAN4"
"ZKSCAN4"	"Zkscan4"	128718	"ENST00000377294_ENSG00000187626_ZKSCAN4"
"ZKSCAN5"	"Zkscan5"	8734	"ENST00000326775_ENSG00000196652_ZKSCAN5"
"ZKSCAN7"	"Zkscan7"	83284	"ENST00000273320_ENSG00000196345_ZKSCAN7"
"ZKSCAN8"	"Zkscan8"	21268	"ENST00000457389_ENSG00000198315_ZKSCAN8"
"ZMAT1"	"Zmat1"	86729	"ENST00000372782_ENSG00000166432_ZMAT1"
"ZMAT1"	"B930008K04Rik"	86729	"ENST00000372782_ENSG00000166432_ZMAT1"
"ZMAT2"	"Zmat2"	5563	"ENST00000274712_ENSG00000146007_ZMAT2"
"ZMAT3"	"Zmat3"	32545	"ENST00000311417_ENSG00000172667_ZMAT3"
"ZMAT4"	"Zmat4"	81899	"ENST00000315769_ENSG00000165061_ZMAT4"
"ZMAT5"	"Zmat5"	32439	"ENST00000344318_ENSG00000100319_ZMAT5"
"ZMIZ1"	"Zmiz1"	10667	"ENST00000334512_ENSG00000108175_ZMIZ1"
"ZMIZ2"	"Zmiz2"	18000	"ENST00000309315_ENSG00000122515_ZMIZ2"
"ZMPSTE24"	"Zmpste24"	4277	"ENST00000372759_ENSG00000084073_ZMPSTE24"
"ZMYM1"	"Zmym1"	32904	"ENST00000359858_ENSG00000197056_ZMYM1"
"ZMYM2"	"Zmym2"	12631	"ENST00000382874_ENSG00000121741_ZMYM2"
"ZMYM3"	"Zmym3"	3736	"ENST00000314425_ENSG00000147130_ZMYM3"
"ZMYM4"	"Zmym4"	35470	"ENST00000314607_ENSG00000146463_ZMYM4"
"ZMYM5"	"Zmym5"	16997	"ENST00000337963_ENSG00000132950_ZMYM5"
"ZMYM5"	"9830124H08Rik"	16997	"ENST00000337963_ENSG00000132950_ZMYM5"
"ZMYM6"	"Zmym6"	5186	"ENST00000357182_ENSG00000163867_ZMYM6"
"ZMYND10"	"Zmynd10"	9293	"ENST00000231749_ENSG00000004838_ZMYND10"
"ZMYND11"	"Zmynd11"	4828	"ENST00000397962_ENSG00000015171_ZMYND11"
"ZMYND12"	"Zmynd12"	12993	"ENST00000372565_ENSG00000066185_ZMYND12"
"ZMYND15"	"Zmynd15"	12995	"ENST00000433935_ENSG00000141497_ZMYND15"
"ZMYND17"	"Zmynd17"	27997	NA
"ZMYND19"	"Zmynd19"	12093	"ENST00000298585_ENSG00000165724_ZMYND19"
"ZMYND8"	"Zmynd8"	32679	"ENST00000536340_ENSG00000101040_ZMYND8"
"ZMYND8"	"Prkcbp1"	32679	"ENST00000536340_ENSG00000101040_ZMYND8"
"ZNF106"	"Zfp106"	40787	"ENST00000263805_ENSG00000103994_ZNF106"
"ZNF112"	"Zfp112"	49338	"ENST00000354340_ENSG00000062370_ZNF112"
"ZNF12"	"Zfp12"	65328	"ENST00000405858_ENSG00000164631_ZNF12"
"ZNF124"	"BC012278"	83211	"ENST00000543802_ENSG00000196418_ZNF124"
"ZNF124"	"Gm20541"	136766	"ENST00000543802_ENSG00000196418_ZNF124"
"ZNF131"	"Zfp131"	12464	"ENST00000509156_ENSG00000172262_ZNF131"
"ZNF131"	"LOC100040573"	12464	"ENST00000509156_ENSG00000172262_ZNF131"
"ZNF14"	"Zfp976"	134004	"ENST00000344099_ENSG00000105708_ZNF14"
"ZNF14"	"Zfp709"	88730	"ENST00000344099_ENSG00000105708_ZNF14"
"ZNF141"	"BC063263"	74469	"ENST00000240499_ENSG00000131127_ZNF141"
"ZNF142"	"Zfp142"	3723	"ENST00000449707_ENSG00000115568_ZNF142"
"ZNF143"	"Zfp143"	56444	"ENST00000396602_ENSG00000166478_ZNF143"
"ZNF146"	"Zfp146"	117615	"ENST00000443387_ENSG00000167635_ZNF146"
"ZNF148"	"Zfp148"	8003	"ENST00000360647_ENSG00000163848_ZNF148"
"ZNF157"	"2610020C11Rik"	81708	"ENST00000377073_ENSG00000147117_ZNF157"
"ZNF169"	"Zfp169"	2572	"ENST00000395395_ENSG00000175787_ZNF169"
"ZNF174"	"Zfp174"	55755	"ENST00000571936_ENSG00000103343_ZNF174"
"ZNF175"	"Zfp715"	74591	"ENST00000262259_ENSG00000105497_ZNF175"
"ZNF175"	"4933405K07Rik"	74591	"ENST00000262259_ENSG00000105497_ZNF175"
"ZNF18"	"Zkscan6"	12119	"ENST00000322748_ENSG00000154957_ZNF18"
"ZNF180"	"Zfp180"	8306	"ENST00000221327_ENSG00000167384_ZNF180"
"ZNF182"	"Zfp182"	45884	"ENST00000396965_ENSG00000147118_ZNF182"
"ZNF184"	"Zfp184"	113602	"ENST00000211936_ENSG00000096654_ZNF184"
"ZNF187"	"Zfp187"	43739	NA
"ZNF189"	"Zfp189"	20737	"ENST00000339664_ENSG00000136870_ZNF189"
"ZNF192"	"Zfp192"	21268	NA
"ZNF2"	"Zfp661"	23275	"ENST00000614034_ENSG00000275111_ZNF2"
"ZNF202"	"Zfp202"	68317	"ENST00000336139_ENSG00000166261_ZNF202"
"ZNF205"	"Zfp13"	2580	"ENST00000219091_ENSG00000122386_ZNF205"
"ZNF207"	"Zfp207"	2581	"ENST00000394670_ENSG00000010244_ZNF207"
"ZNF208"	"Zfp619"	133818	"ENST00000397126_ENSG00000160321_ZNF208"
"ZNF212"	"Zfp212"	8170	"ENST00000335870_ENSG00000170260_ZNF212"
"ZNF213"	"Zfp213"	55809	"ENST00000396878_ENSG00000085644_ZNF213"
"ZNF217"	"Zfp217"	4757	"ENST00000302342_ENSG00000171940_ZNF217"
"ZNF219"	"Zfp219"	9504	"ENST00000360947_ENSG00000165804_ZNF219"
"ZNF22"	"Zfp422"	5067	"ENST00000298299_ENSG00000165512_ZNF22"
"ZNF226"	"Zfp111"	128597	"ENST00000590089_ENSG00000167380_ZNF226"
"ZNF227"	"Zfp111"	81873	"ENST00000391961_ENSG00000131115_ZNF227"
"ZNF229"	"BC043476"	108246	"ENST00000613197_ENSG00000278318_ZNF229"
"ZNF23"	"Zfp612"	27083	"ENST00000357254_ENSG00000167377_ZNF23"
"ZNF235"	"Zfp235"	122146	"ENST00000291182_ENSG00000159917_ZNF235"
"ZNF236"	"Zfp236"	7198	"ENST00000320610_ENSG00000130856_ZNF236"
"ZNF238"	"Zfp238"	21276	NA
"ZNF239"	"Zfp239"	68480	"ENST00000306006_ENSG00000196793_ZNF239"
"ZNF24"	"Zfp191"	5068	"ENST00000261332_ENSG00000172466_ZNF24"
"ZNF24"	"Zfp24"	5068	"ENST00000261332_ENSG00000172466_ZNF24"
"ZNF248"	"Zfp248"	69325	"ENST00000357328_ENSG00000198105_ZNF248"
"ZNF25"	"Zfp9"	49280	"ENST00000302609_ENSG00000175395_ZNF25"
"ZNF250"	"Zfp647"	27805	"ENST00000292579_ENSG00000196150_ZNF250"
"ZNF251"	"Zfp251"	87789	"ENST00000292562_ENSG00000198169_ZNF251"
"ZNF253"	"Zfp65"	87875	"ENST00000589717_ENSG00000256771_ZNF253"
"ZNF259"	"Zfp259"	2900	NA
"ZNF260"	"Zfp260"	40802	"ENST00000523638_ENSG00000254004_ZNF260"
"ZNF263"	"Zfp263"	4197	"ENST00000219069_ENSG00000006194_ZNF263"
"ZNF266"	"Zfp266"	105676	"ENST00000588933_ENSG00000174652_ZNF266"
"ZNF266"	"5730601F06Rik"	105676	"ENST00000588933_ENSG00000174652_ZNF266"
"ZNF267"	"Zfp267"	117700	"ENST00000300870_ENSG00000185947_ZNF267"
"ZNF268"	"Zfp26"	105657	"ENST00000536435_ENSG00000090612_ZNF268"
"ZNF274"	"Zfp369"	11298	"ENST00000424679_ENSG00000171606_ZNF274"
"ZNF275"	"Zfp275"	23734	"ENST00000370251_ENSG00000063587_ZNF275"
"ZNF276"	"Zfp276"	10731	"ENST00000443381_ENSG00000158805_ZNF276"
"ZNF277"	"Zfp277"	11087	"ENST00000361822_ENSG00000198839_ZNF277"
"ZNF280B"	"Zfp280b"	62794	"ENST00000626650_ENSG00000275004_ZNF280B"
"ZNF280B"	"Suhw2"	62794	"ENST00000626650_ENSG00000275004_ZNF280B"
"ZNF280C"	"Suhw3"	9770	"ENST00000370978_ENSG00000056277_ZNF280C"
"ZNF280C"	"Zfp280c"	9770	"ENST00000370978_ENSG00000056277_ZNF280C"
"ZNF280D"	"Zfp280d"	17151	"ENST00000267807_ENSG00000137871_ZNF280D"
"ZNF280D"	"Suhw4"	17151	"ENST00000267807_ENSG00000137871_ZNF280D"
"ZNF281"	"Zfp281"	8270	"ENST00000294740_ENSG00000162702_ZNF281"
"ZNF282"	"Zfp282"	2647	"ENST00000610704_ENSG00000170265_ZNF282"
"ZNF286A"	"Zfp286"	56892	"ENST00000421016_ENSG00000187607_ZNF286A"
"ZNF287"	"Zfp287"	23244	"ENST00000395824_ENSG00000141040_ZNF287"
"ZNF292"	"Zfp292"	8493	"ENST00000369577_ENSG00000188994_ZNF292"
"ZNF295"	"Zfp295"	10799	NA
"ZNF296"	"Zfp296"	11185	"ENST00000303809_ENSG00000170684_ZNF296"
"ZNF3"	"Zfp113"	50027	"ENST00000299667_ENSG00000166526_ZNF3"
"ZNF300"	"D930016N04Rik"	56531	"ENST00000418587_ENSG00000145908_ZNF300"
"ZNF316"	"Zfp316"	69231	"ENST00000382252_ENSG00000205903_ZNF316"
"ZNF317"	"Zfp75"	36389	"ENST00000247956_ENSG00000130803_ZNF317"
"ZNF317"	"Zfp317"	36389	"ENST00000247956_ENSG00000130803_ZNF317"
"ZNF318"	"Zfp318"	22808	"ENST00000361428_ENSG00000171467_ZNF318"
"ZNF319"	"Zfp319"	11548	"ENST00000299237_ENSG00000166188_ZNF319"
"ZNF32"	"Zfp637"	5069	"ENST00000374433_ENSG00000169740_ZNF32"
"ZNF322"	"Zfp322a"	23460	"ENST00000415922_ENSG00000181315_ZNF322"
"ZNF322A"	"Zfp322a"	23460	NA
"ZNF324"	"Zfp324"	8648	"ENST00000196482_ENSG00000083812_ZNF324"
"ZNF324B"	"Zfp324"	8648	"ENST00000336614_ENSG00000249471_ZNF324B"
"ZNF326"	"Zfp326"	10297	"ENST00000340281_ENSG00000162664_ZNF326"
"ZNF329"	"Zfp329"	23459	"ENST00000598312_ENSG00000181894_ZNF329"
"ZNF330"	"Zfp330"	8714	"ENST00000262990_ENSG00000109445_ZNF330"
"ZNF334"	"Zfp334"	23076	"ENST00000593880_ENSG00000198185_ZNF334"
"ZNF335"	"Zfp335"	11129	"ENST00000322927_ENSG00000198026_ZNF335"
"ZNF341"	"Zfp341"	13127	"ENST00000375200_ENSG00000131061_ZNF341"
"ZNF346"	"Zfp346"	8073	"ENST00000503425_ENSG00000113761_ZNF346"
"ZNF347"	"Zfp160"	117620	"ENST00000601469_ENSG00000197937_ZNF347"
"ZNF35"	"Zfp105"	2568	"ENST00000396056_ENSG00000169981_ZNF35"
"ZNF354A"	"Zfp354a"	55921	"ENST00000335815_ENSG00000169131_ZNF354A"
"ZNF354B"	"Zfp354b"	32187	"ENST00000322434_ENSG00000178338_ZNF354B"
"ZNF354C"	"Zfp354c"	56606	"ENST00000315475_ENSG00000177932_ZNF354C"
"ZNF358"	"Zfp358"	9996	"ENST00000597229_ENSG00000198816_ZNF358"
"ZNF362"	"Zfp362"	77409	"ENST00000539719_ENSG00000160094_ZNF362"
"ZNF362"	"BC039093"	77409	"ENST00000539719_ENSG00000160094_ZNF362"
"ZNF365"	"Zfp365"	8975	"ENST00000395254_ENSG00000138311_ZNF365"
"ZNF366"	"Zfp366"	17637	"ENST00000318442_ENSG00000178175_ZNF366"
"ZNF367"	"Zfp367"	17802	"ENST00000375256_ENSG00000165244_ZNF367"
"ZNF382"	"Zfp382"	32798	"ENST00000292928_ENSG00000161298_ZNF382"
"ZNF383"	"Zfp383"	128413	"ENST00000590503_ENSG00000188283_ZNF383"
"ZNF384"	"Zfp384"	15849	"ENST00000319770_ENSG00000126746_ZNF384"
"ZNF385A"	"Zfp385"	8479	"ENST00000338010_ENSG00000161642_ZNF385A"
"ZNF385A"	"Zfp385a"	8479	"ENST00000338010_ENSG00000161642_ZNF385A"
"ZNF385B"	"Zfp533"	17606	"ENST00000410066_ENSG00000144331_ZNF385B"
"ZNF385B"	"Zfp385b"	17606	"ENST00000410066_ENSG00000144331_ZNF385B"
"ZNF385C"	"A930006D11Rik"	65334	"ENST00000618554_ENSG00000187595_ZNF385C"
"ZNF394"	"Zkscan14"	11342	"ENST00000337673_ENSG00000160908_ZNF394"
"ZNF395"	"Zfp395"	10255	"ENST00000344423_ENSG00000186918_ZNF395"
"ZNF397"	"Zfp397"	117445	"ENST00000330501_ENSG00000186812_ZNF397"
"ZNF398"	"Zfp398"	12358	"ENST00000475153_ENSG00000197024_ZNF398"
"ZNF407"	"Zfp407"	86402	"ENST00000299687_ENSG00000215421_ZNF407"
"ZNF408"	"Zfp408"	11687	"ENST00000311764_ENSG00000175213_ZNF408"
"ZNF410"	"Zfp410"	10918	"ENST00000555044_ENSG00000119725_ZNF410"
"ZNF414"	"Zfp414"	12264	"ENST00000393927_ENSG00000133250_ZNF414"
"ZNF416"	"Zfp418"	119890	"ENST00000196489_ENSG00000083817_ZNF416"
"ZNF418"	"Zfp418"	119890	"ENST00000396147_ENSG00000196724_ZNF418"
"ZNF420"	"Zfp420"	129731	"ENST00000337995_ENSG00000197050_ZNF420"
"ZNF423"	"Zfp423"	9010	"ENST00000535559_ENSG00000102935_ZNF423"
"ZNF426"	"Zfp426"	23435	"ENST00000253115_ENSG00000130818_ZNF426"
"ZNF428"	"Zfp428"	18789	"ENST00000300811_ENSG00000131116_ZNF428"
"ZNF43"	"Zfp458"	86693	"ENST00000594012_ENSG00000198521_ZNF43"
"ZNF433"	"Zfp433"	117476	"ENST00000419886_ENSG00000197647_ZNF433"
"ZNF436"	"Zfp46"	40684	"ENST00000314011_ENSG00000125945_ZNF436"
"ZNF438"	"Zfp438"	18695	"ENST00000538351_ENSG00000183621_ZNF438"
"ZNF442"	"Zfp971"	134324	"ENST00000242804_ENSG00000198342_ZNF442"
"ZNF443"	"Zfp709"	136795	"ENST00000301547_ENSG00000180855_ZNF443"
"ZNF444"	"Zfp444"	10139	"ENST00000337080_ENSG00000167685_ZNF444"
"ZNF445"	"Zfp445"	27832	"ENST00000396077_ENSG00000185219_ZNF445"
"ZNF446"	"Zfp446"	9910	"ENST00000594369_ENSG00000083838_ZNF446"
"ZNF449"	"Zfp449"	23700	"ENST00000339249_ENSG00000173275_ZNF449"
"ZNF451"	"Zfp451"	9188	"ENST00000370706_ENSG00000112200_ZNF451"
"ZNF454"	"Zfp454"	72226	"ENST00000320129_ENSG00000178187_ZNF454"
"ZNF462"	"Zfp462"	41430	"ENST00000277225_ENSG00000148143_ZNF462"
"ZNF467"	"Zfp467"	10758	"ENST00000302017_ENSG00000181444_ZNF467"
"ZNF469"	"Gm22"	18937	"ENST00000437464_ENSG00000225614_ZNF469"
"ZNF469"	"Zfp469"	18937	"ENST00000437464_ENSG00000225614_ZNF469"
"ZNF471"	"Zfp78"	56902	"ENST00000308031_ENSG00000196263_ZNF471"
"ZNF473"	"Zfp473"	18698	"ENST00000391821_ENSG00000142528_ZNF473"
"ZNF474"	"Zfp474"	12027	"ENST00000296600_ENSG00000164185_ZNF474"
"ZNF48"	"Zfp553"	27098	"ENST00000320159_ENSG00000180035_ZNF48"
"ZNF483"	"LOC100041581"	26419	"ENST00000309235_ENSG00000173258_ZNF483"
"ZNF483"	"Zkscan16"	26419	"ENST00000309235_ENSG00000173258_ZNF483"
"ZNF488"	"Zfp488"	17688	"ENST00000585316_ENSG00000265763_ZNF488"
"ZNF493"	"Zfp712"	100068	"ENST00000392288_ENSG00000196268_ZNF493"
"ZNF496"	"Zkscan17"	13108	"ENST00000294753_ENSG00000162714_ZNF496"
"ZNF498"	"EG666311"	64820	NA
"ZNF502"	"Zfp72"	108290	"ENST00000296091_ENSG00000196653_ZNF502"
"ZNF503"	"Zfp503"	41888	"ENST00000372524_ENSG00000165655_ZNF503"
"ZNF507"	"zfp507"	8942	"ENST00000311921_ENSG00000168813_ZNF507"
"ZNF507"	"Zfp507"	8942	"ENST00000311921_ENSG00000168813_ZNF507"
"ZNF509"	"Zfp509"	34825	NA
"ZNF511"	"Zfp511"	42950	"ENST00000361518_ENSG00000198546_ZNF511"
"ZNF512"	"Zfp512"	13026	"ENST00000355467_ENSG00000243943_ZNF512"
"ZNF512B"	"Zfp512b"	69314	"ENST00000369888_ENSG00000196700_ZNF512B"
"ZNF512B"	"Znf512b"	69314	"ENST00000369888_ENSG00000196700_ZNF512B"
"ZNF513"	"Zfp513"	16955	"ENST00000323703_ENSG00000163795_ZNF513"
"ZNF516"	"Zfp516"	37122	"ENST00000443185_ENSG00000101493_ZNF516"
"ZNF518A"	"Zfp518a"	19378	"ENST00000316045_ENSG00000177853_ZNF518A"
"ZNF518A"	"Zfp518"	19378	"ENST00000316045_ENSG00000177853_ZNF518A"
"ZNF518B"	"6820424L24Rik"	19115	"ENST00000326756_ENSG00000178163_ZNF518B"
"ZNF518B"	"Zfp518b"	19115	"ENST00000326756_ENSG00000178163_ZNF518B"
"ZNF519"	"Zfp386"	51668	"ENST00000590202_ENSG00000175322_ZNF519"
"ZNF521"	"Zfp521"	9151	"ENST00000361524_ENSG00000198795_ZNF521"
"ZNF524"	"Zfp524"	11912	"ENST00000301073_ENSG00000171443_ZNF524"
"ZNF526"	"Zfp526"	18447	"ENST00000301215_ENSG00000167625_ZNF526"
"ZNF536"	"Zfp536"	8813	"ENST00000355537_ENSG00000198597_ZNF536"
"ZNF541"	"Zfp541"	12991	"ENST00000391901_ENSG00000118156_ZNF541"
"ZNF546"	"Zfp11"	87241	"ENST00000600094_ENSG00000187187_ZNF546"
"ZNF551"	"Zfp551"	64631	"ENST00000282296_ENSG00000204519_ZNF551"
"ZNF558"	"Zfp558"	44903	"ENST00000301475_ENSG00000167785_ZNF558"
"ZNF559-ZNF177"	"Zfp965"	136272	"ENST00000541595_ENSG00000270011_ZNF559-ZNF177"
"ZNF560"	"Zfp560"	103820	"ENST00000301480_ENSG00000198028_ZNF560"
"ZNF563"	"Zfp563"	77346	"ENST00000293725_ENSG00000188868_ZNF563"
"ZNF564"	"9530015I07Rik"	79457	"ENST00000339282_ENSG00000249709_ZNF564"
"ZNF565"	"Zfp84"	51858	"ENST00000392173_ENSG00000196357_ZNF565"
"ZNF566"	"Zfp566"	88470	"ENST00000392170_ENSG00000186017_ZNF566"
"ZNF567"	"Zfp300"	65054	"ENST00000536254_ENSG00000189042_ZNF567"
"ZNF569"	"Zfp74"	51861	"ENST00000316950_ENSG00000196437_ZNF569"
"ZNF571"	"A830058L05Rik"	22781	"ENST00000593133_ENSG00000180479_ZNF571"
"ZNF574"	"Zfp574"	11238	"ENST00000222339_ENSG00000105732_ZNF574"
"ZNF575"	"Zfp575"	45485	"ENST00000314228_ENSG00000176472_ZNF575"
"ZNF579"	"Zfp579"	17629	"ENST00000325421_ENSG00000218891_ZNF579"
"ZNF580"	"Zfp580"	82467	"ENST00000325333_ENSG00000213015_ZNF580"
"ZNF583"	"Zfp583"	65048	"ENST00000291598_ENSG00000198440_ZNF583"
"ZNF585A"	"Zfp27"	81823	"ENST00000292841_ENSG00000196967_ZNF585A"
"ZNF592"	"Zfp592"	8759	"ENST00000560079_ENSG00000166716_ZNF592"
"ZNF593"	"Zfp593"	41070	"ENST00000374266_ENSG00000142684_ZNF593"
"ZNF595"	"Zfp595"	120258	"ENST00000610261_ENSG00000272602_ZNF595"
"ZNF597"	"Zfp597"	33641	"ENST00000301744_ENSG00000167981_ZNF597"
"ZNF598"	"Zfp598"	5672	"ENST00000563630_ENSG00000167962_ZNF598"
"ZNF605"	"Zfp605"	52335	"ENST00000360187_ENSG00000196458_ZNF605"
"ZNF606"	"Zfp606"	23514	"ENST00000341164_ENSG00000166704_ZNF606"
"ZNF608"	"Zfp608"	18485	"ENST00000306315_ENSG00000168916_ZNF608"
"ZNF609"	"Zfp609"	72220	"ENST00000326648_ENSG00000180357_ZNF609"
"ZNF613"	"Zfp157"	57009	"ENST00000293471_ENSG00000176024_ZNF613"
"ZNF616"	"Zfp992"	133076	"ENST00000600228_ENSG00000204611_ZNF616"
"ZNF616"	"OTTMUSG00000006163"	89262	"ENST00000600228_ENSG00000204611_ZNF616"
"ZNF618"	"Zfp618"	18975	"ENST00000374126_ENSG00000157657_ZNF618"
"ZNF619"	"3000002G13Rik"	88409	"ENST00000447116_ENSG00000177873_ZNF619"
"ZNF622"	"Zfp622"	74377	"ENST00000308683_ENSG00000173545_ZNF622"
"ZNF623"	"Zfp623"	15994	"ENST00000501748_ENSG00000183309_ZNF623"
"ZNF624"	"Gm3055"	137344	"ENST00000311331_ENSG00000197566_ZNF624"
"ZNF627"	"BC050078"	64827	"ENST00000361113_ENSG00000198551_ZNF627"
"ZNF627"	"Zfp867"	64827	"ENST00000361113_ENSG00000198551_ZNF627"
"ZNF628"	"Zfp628"	72200	"ENST00000598519_ENSG00000197483_ZNF628"
"ZNF629"	"Zfp629"	65318	"ENST00000262525_ENSG00000102870_ZNF629"
"ZNF638"	"Zfp638"	7447	"ENST00000264447_ENSG00000075292_ZNF638"
"ZNF638"	"Zfml"	7447	"ENST00000264447_ENSG00000075292_ZNF638"
"ZNF639"	"Zfp639"	9473	"ENST00000326361_ENSG00000121864_ZNF639"
"ZNF641"	"Zfp641"	17548	"ENST00000448928_ENSG00000167528_ZNF641"
"ZNF642"	"Zfp69"	45693	NA
"ZNF644"	"Zfp644"	12971	"ENST00000347275_ENSG00000122482_ZNF644"
"ZNF646"	"Zfp646"	8802	"ENST00000300850_ENSG00000167395_ZNF646"
"ZNF648"	"Zfp648"	18996	"ENST00000339948_ENSG00000179930_ZNF648"
"ZNF652"	"Zfp652"	54768	"ENST00000362063_ENSG00000198740_ZNF652"
"ZNF653"	"Zfp653"	16346	"ENST00000293771_ENSG00000161914_ZNF653"
"ZNF654"	"Zfp654"	10114	"ENST00000636215_ENSG00000175105_ZNF654"
"ZNF655"	"Zfp655"	12473	"ENST00000252713_ENSG00000197343_ZNF655"
"ZNF658"	"Zfp735"	88945	"ENST00000612867_ENSG00000274349_ZNF658"
"ZNF658"	"BC043301"	88945	"ENST00000612867_ENSG00000274349_ZNF658"
"ZNF664"	"Zfp664"	65046	"ENST00000392404_ENSG00000179195_ZNF664"
"ZNF665"	"Zfp160"	137372	"ENST00000396424_ENSG00000197497_ZNF665"
"ZNF667"	"Zfp667"	23343	"ENST00000292069_ENSG00000198046_ZNF667"
"ZNF668"	"Zfp668"	11667	"ENST00000539836_ENSG00000167394_ZNF668"
"ZNF669"	"Zfp963"	49795	"ENST00000343381_ENSG00000188295_ZNF669"
"ZNF672"	"Zfp672"	23493	"ENST00000306562_ENSG00000171161_ZNF672"
"ZNF676"	"Zfp273"	133729	"ENST00000397121_ENSG00000196109_ZNF676"
"ZNF679"	"1700012C15Rik"	65075	"ENST00000421025_ENSG00000197123_ZNF679"
"ZNF687"	"Zfp687"	10827	"ENST00000324048_ENSG00000143373_ZNF687"
"ZNF688"	"Zfp688"	17058	"ENST00000223459_ENSG00000229809_ZNF688"
"ZNF689"	"Zfp689"	16318	"ENST00000287461_ENSG00000156853_ZNF689"
"ZNF691"	"Zfp691"	9300	"ENST00000372502_ENSG00000164011_ZNF691"
"ZNF692"	"Zfp692"	9889	"ENST00000306601_ENSG00000171163_ZNF692"
"ZNF697"	"Zfp697"	18241	"ENST00000421812_ENSG00000143067_ZNF697"
"ZNF7"	"Zfp7"	20729	"ENST00000446747_ENSG00000147789_ZNF7"
"ZNF700"	"Gm7762"	130728	"ENST00000254321_ENSG00000196757_ZNF700"
"ZNF703"	"Zfp703"	81391	"ENST00000331569_ENSG00000183779_ZNF703"
"ZNF704"	"Zfp704"	64370	"ENST00000327835_ENSG00000164684_ZNF704"
"ZNF705A"	"Clec4a1"	72399	"ENST00000359286_ENSG00000196946_ZNF705A"
"ZNF706"	"Zfp706"	9382	"ENST00000311212_ENSG00000120963_ZNF706"
"ZNF707"	"Zfp707"	18364	"ENST00000358656_ENSG00000181135_ZNF707"
"ZNF708"	"Zfp708"	115556	"ENST00000356929_ENSG00000182141_ZNF708"
"ZNF710"	"Zfp710"	19625	"ENST00000268154_ENSG00000140548_ZNF710"
"ZNF711"	"Zfp711"	49691	"ENST00000373165_ENSG00000147180_ZNF711"
"ZNF717"	"Zfp39"	69102	"ENST00000478296_ENSG00000227124_ZNF717"
"ZNF726"	"Zfp712"	136296	"ENST00000594466_ENSG00000213967_ZNF726"
"ZNF729"	"Zfp738"	133713	"ENST00000601693_ENSG00000196350_ZNF729"
"ZNF740"	"Zfp740"	45161	"ENST00000416904_ENSG00000139651_ZNF740"
"ZNF746"	"Zfp746"	19783	"ENST00000644635_ENSG00000181220_ZNF746"
"ZNF750"	"Zfp750"	36423	"ENST00000269394_ENSG00000141579_ZNF750"
"ZNF76"	"Zfp523"	2569	"ENST00000373953_ENSG00000065029_ZNF76"
"ZNF761"	"Zfp51"	134003	"ENST00000432094_ENSG00000160336_ZNF761"
"ZNF764"	"Zfp764"	62158	"ENST00000252797_ENSG00000169951_ZNF764"
"ZNF768"	"Zfp768"	11650	"ENST00000380412_ENSG00000169957_ZNF768"
"ZNF770"	"Zfp770"	82354	"ENST00000356321_ENSG00000198146_ZNF770"
"ZNF771"	"Zfp771"	41151	"ENST00000434417_ENSG00000179965_ZNF771"
"ZNF773"	"Zfp772"	128539	"ENST00000598770_ENSG00000152439_ZNF773"
"ZNF775"	"Zfp775"	37089	"ENST00000329630_ENSG00000196456_ZNF775"
"ZNF777"	"Zfp777"	56721	"ENST00000247930_ENSG00000196453_ZNF777"
"ZNF778"	"Zfp26"	52318	"ENST00000620195_ENSG00000170100_ZNF778"
"ZNF780A"	"1700049G17Rik"	85969	"ENST00000455521_ENSG00000197782_ZNF780A"
"ZNF780A"	"Zfp607b"	134321	"ENST00000455521_ENSG00000197782_ZNF780A"
